,model,n_steps,n_envs,n_workers,run_time,steps_per_second
0,rodent.xml,1,1,48,0.013206243515014648,75.72175985268365
1,rodent.xml,1,1,48,0.009493589401245117,105.33423742434516
2,rodent.xml,1,1,48,0.008716106414794922,114.73012746867991
3,rodent.xml,1,2,48,0.010357379913330078,193.09902858984393
4,rodent.xml,1,2,48,0.010237693786621094,195.35649743828597
5,rodent.xml,1,2,48,0.01015329360961914,196.98041609918752
6,rodent.xml,1,3,48,0.011892557144165039,252.25861550490166
7,rodent.xml,1,3,48,0.012363672256469727,242.6463543976705
8,rodent.xml,1,4,48,0.013876676559448242,288.2534577255468
9,rodent.xml,1,5,48,0.015657663345336914,319.3324501697806
10,rodent.xml,1,6,48,0.017594337463378906,341.0188086075126
11,rodent.xml,1,7,48,0.019367456436157227,361.43104403382864
12,rodent.xml,1,8,48,0.021192073822021484,377.49962873793396
13,rodent.xml,1,10,48,0.025011539459228516,399.81545383486167
14,rodent.xml,1,11,48,0.02695155143737793,408.1397698221031
15,rodent.xml,1,13,48,0.030480623245239258,426.5004654073292
16,rodent.xml,1,16,48,0.036377906799316406,439.8273954646743
17,rodent.xml,1,19,48,0.04192757606506348,453.162376248884
18,rodent.xml,1,23,48,0.049365997314453125,465.9077351054787
19,rodent.xml,1,27,48,0.05704545974731445,473.3067297484808
20,rodent.xml,1,32,48,0.06643033027648926,481.70767579828373
21,rodent.xml,1,38,48,0.0775902271270752,489.75240061824564
22,rodent.xml,1,45,48,0.09079694747924805,495.61137515426833
23,rodent.xml,1,54,48,0.03169965744018555,1703.4884399584832
24,rodent.xml,1,64,48,0.05002140998840332,1279.452138890875
25,rodent.xml,1,76,48,0.07210469245910645,1054.0229409216709
26,rodent.xml,1,91,48,0.10002827644348145,909.7427571034611
27,rodent.xml,1,108,48,0.04700636863708496,2297.5610142068076
28,rodent.xml,1,128,48,0.08384299278259277,1526.6630609418676
29,rodent.xml,1,152,48,0.045020103454589844,3376.2694515643866
30,rodent.xml,1,181,48,0.10065340995788574,1798.2500550724706
31,rodent.xml,1,215,48,0.07656288146972656,2808.1492738098204
32,rodent.xml,1,256,48,0.0679473876953125,3767.620929710308
33,rodent.xml,1,304,48,0.07263922691345215,4185.066566886904
34,rodent.xml,1,362,48,0.09492087364196777,3813.702783282721
35,rodent.xml,1,431,48,0.14049267768859863,3067.7755388455867
36,rodent.xml,1,512,48,0.11707854270935059,4373.132669331633
37,rodent.xml,1,609,48,0.12358951568603516,4927.602447663068
38,rodent.xml,1,724,48,0.07880973815917969,9186.681962293376
39,rodent.xml,1,861,48,0.16116070747375488,5342.493300609358
40,rodent.xml,1,1024,48,0.11784124374389648,8689.657096843375
41,rodent.xml,1,1,48,0.010566234588623047,94.64109391218015
42,rodent.xml,1,1,48,0.009183406829833984,108.89205046991017
43,rodent.xml,1,1,48,0.008742570877075195,114.38283018353377
44,rodent.xml,1,2,48,0.010371208190917969,192.8415632183908
45,rodent.xml,1,2,48,0.010240554809570312,195.3019184205625
46,rodent.xml,1,2,48,0.010120153427124023,197.62546234127265
47,rodent.xml,1,3,48,0.011901378631591797,252.07163748547617
48,rodent.xml,1,3,48,0.011980772018432617,250.4012258462518
49,rodent.xml,1,4,48,0.013845682144165039,288.8987309076507
50,rodent.xml,1,5,48,0.01566028594970703,319.27897204798734
51,rodent.xml,1,6,48,0.0176694393157959,339.5693486796832
52,rodent.xml,1,7,48,0.019479036331176758,359.36069325956845
53,rodent.xml,1,8,48,0.02136397361755371,374.46217371410717
54,rodent.xml,1,10,48,0.024944305419921875,400.8931029209359
55,rodent.xml,1,11,48,0.026973247528076172,407.8114801916312
56,rodent.xml,1,13,48,0.030672550201416016,423.83172949863973
57,rodent.xml,1,16,48,0.03629612922668457,440.81835559029673
58,rodent.xml,1,19,48,0.04199481010437012,452.4368595257155
59,rodent.xml,1,23,48,0.04957842826843262,463.91143897243046
60,rodent.xml,1,27,48,0.05709242820739746,472.91735257638965
61,rodent.xml,1,32,48,0.06664705276489258,480.1412616531563
62,rodent.xml,1,38,48,0.07778239250183105,488.5424422899495
63,rodent.xml,1,45,48,0.0910499095916748,494.234428148346
64,rodent.xml,1,54,48,0.029159069061279297,1851.9109744730258
65,rodent.xml,1,64,48,0.049566030502319336,1291.2068880925467
66,rodent.xml,1,76,48,0.07138299942016602,1064.6792740195456
67,rodent.xml,1,91,48,0.09940361976623535,915.4596202231075
68,rodent.xml,1,108,48,0.04652857780456543,2321.1541185211754
69,rodent.xml,1,128,48,0.08500456809997559,1505.8014276298259
70,rodent.xml,1,152,48,0.04529762268066406,3355.584487767906
71,rodent.xml,1,181,48,0.09980106353759766,1813.6079274527228
72,rodent.xml,1,215,48,0.07792544364929199,2759.0474937508225
73,rodent.xml,1,256,48,0.06811881065368652,3758.13960260543
74,rodent.xml,1,304,48,0.07215023040771484,4213.430758046395
75,rodent.xml,1,362,48,0.09515190124511719,3804.4431615450917
76,rodent.xml,1,431,48,0.13900351524353027,3100.6410107319953
77,rodent.xml,1,512,48,0.11640429496765137,4398.463133532008
78,rodent.xml,1,609,48,0.12335491180419922,4936.97406201922
79,rodent.xml,1,724,48,0.08593130111694336,8425.335012846053
80,rodent.xml,1,861,48,0.16182708740234375,5320.493706095894
81,rodent.xml,1,1024,48,0.11783599853515625,8690.043897701522
82,rodent.xml,1,1,48,0.01064300537109375,93.9584229390681
83,rodent.xml,1,1,48,0.009091615676879883,109.9914509742218
84,rodent.xml,1,1,48,0.008706331253051758,114.8589424103842
85,rodent.xml,1,2,48,0.010168313980102539,196.689441721963
86,rodent.xml,1,2,48,0.010212898254394531,195.8307965262863
87,rodent.xml,1,2,48,0.010403871536254883,192.23612988977243
88,rodent.xml,1,3,48,0.012017965316772461,249.62628206399904
89,rodent.xml,1,3,48,0.011989116668701172,250.2269418923756
90,rodent.xml,1,4,48,0.013843774795532227,288.93853440110223
91,rodent.xml,1,5,48,0.015729188919067383,317.88034498961696
92,rodent.xml,1,6,48,0.017549514770507812,341.8897945875448
93,rodent.xml,1,7,48,0.01925206184387207,363.5974191630856
94,rodent.xml,1,8,48,0.021309852600097656,375.4132020586261
95,rodent.xml,1,10,48,0.025133609771728516,397.87360792274563
96,rodent.xml,1,11,48,0.0269625186920166,407.9737551839701
97,rodent.xml,1,13,48,0.030709266662597656,423.3249899071457
98,rodent.xml,1,16,48,0.03637838363647461,439.8216303364748
99,rodent.xml,1,19,48,0.04224228858947754,449.78623636250757
100,rodent.xml,1,23,48,0.04976797103881836,462.1446187159268
101,rodent.xml,1,27,48,0.0571441650390625,472.48918558077435
102,rodent.xml,1,32,48,0.06646537780761719,481.45366889545727
103,rodent.xml,1,38,48,0.07772970199584961,488.87360975639683
104,rodent.xml,1,45,48,0.09129858016967773,492.88827839784403
105,rodent.xml,1,54,48,0.03178977966308594,1698.6591468170636
106,rodent.xml,1,64,48,0.049025774002075195,1305.4357896989238
107,rodent.xml,1,76,48,0.07155799865722656,1062.0755390889462
108,rodent.xml,1,91,48,0.10023021697998047,907.9098373914119
109,rodent.xml,1,108,48,0.04781651496887207,2258.633864686847
110,rodent.xml,1,128,48,0.08501362800598145,1505.6409543066918
111,rodent.xml,1,152,48,0.04471302032470703,3399.4572251253066
112,rodent.xml,1,181,48,0.09928631782531738,1823.0105009881447
113,rodent.xml,1,215,48,0.07739996910095215,2777.7788867018444
114,rodent.xml,1,256,48,0.06792855262756348,3768.665606693973
115,rodent.xml,1,304,48,0.07256841659545898,4189.150242793406
116,rodent.xml,1,362,48,0.0957939624786377,3778.9437938818633
117,rodent.xml,1,431,48,0.13756060600280762,3133.1644467399574
118,rodent.xml,1,512,48,0.11536121368408203,4438.233472492043
119,rodent.xml,1,609,48,0.12458992004394531,4888.035884325102
120,rodent.xml,1,724,48,0.07763290405273438,9325.942508967619
121,rodent.xml,1,861,48,0.16122770309448242,5340.273312058772
122,rodent.xml,1,1024,48,0.11803865432739258,8675.124312751217
123,rodent.xml,2,1,48,0.011654853820800781,171.60232386875052
124,rodent.xml,2,1,48,0.010349750518798828,193.24137295554019
125,rodent.xml,2,1,48,0.009801149368286133,204.05770026028364
126,rodent.xml,2,2,48,0.012342691421508789,324.0784253124457
127,rodent.xml,2,2,48,0.012438535690307617,321.5812616204405
128,rodent.xml,2,2,48,0.012162923812866211,328.86829363912574
129,rodent.xml,2,3,48,0.015110969543457031,397.0625433890817
130,rodent.xml,2,3,48,0.015145301818847656,396.16245828348343
131,rodent.xml,2,4,48,0.018047094345092773,443.284655525464
132,rodent.xml,2,5,48,0.020876407623291016,479.0096160434892
133,rodent.xml,2,6,48,0.023746013641357422,505.3479788750778
134,rodent.xml,2,7,48,0.026528120040893555,527.7418821393585
135,rodent.xml,2,8,48,0.029273271560668945,546.5736881113527
136,rodent.xml,2,10,48,0.03531813621520996,566.28129746515
137,rodent.xml,2,11,48,0.03800058364868164,578.9384764031972
138,rodent.xml,2,13,48,0.04363727569580078,595.8208798653758
139,rodent.xml,2,16,48,0.052423954010009766,610.4079824633212
140,rodent.xml,2,19,48,0.06080365180969238,624.9624630924326
141,rodent.xml,2,23,48,0.07221841812133789,636.9566268083167
142,rodent.xml,2,27,48,0.08370733261108398,645.1047753593054
143,rodent.xml,2,32,48,0.0981144905090332,652.2991626207105
144,rodent.xml,2,38,48,0.11504817008972168,660.5928624569212
145,rodent.xml,2,45,48,0.13524532318115234,665.4573916722491
146,rodent.xml,2,54,48,0.03824877738952637,2823.6196650189804
147,rodent.xml,2,64,48,0.06812381744384766,1878.9316982347095
148,rodent.xml,2,76,48,0.10252547264099121,1482.5583933882606
149,rodent.xml,2,91,48,0.14511632919311523,1254.1662334760508
150,rodent.xml,2,108,48,0.06386470794677734,3382.1496558006183
151,rodent.xml,2,128,48,0.12171053886413574,2103.3511344960048
152,rodent.xml,2,152,48,0.058431148529052734,5202.70451040077
153,rodent.xml,2,181,48,0.14188623428344727,2551.3398239665007
154,rodent.xml,2,215,48,0.11061811447143555,3887.247600039658
155,rodent.xml,2,256,48,0.09499812126159668,5389.580269594003
156,rodent.xml,2,304,48,0.0986182689666748,6165.186292262502
157,rodent.xml,2,362,48,0.13293766975402832,5446.161357722017
158,rodent.xml,2,431,48,0.19859075546264648,4340.584726574224
159,rodent.xml,2,512,48,0.1622300148010254,6312.025559856681
160,rodent.xml,2,609,48,0.17401456832885742,6999.413966870813
161,rodent.xml,2,724,48,0.10442137718200684,13866.892384268509
162,rodent.xml,2,861,48,0.23116040229797363,7449.372742396786
163,rodent.xml,2,1024,48,0.16239166259765625,12611.48489546629
164,rodent.xml,2,1,48,0.011439800262451172,174.82822725188612
165,rodent.xml,2,1,48,0.010380029678344727,192.67767645910376
166,rodent.xml,2,1,48,0.009858369827270508,202.873298024136
167,rodent.xml,2,2,48,0.01215362548828125,329.11989956057755
168,rodent.xml,2,2,48,0.012083768844604492,331.02255194049286
169,rodent.xml,2,2,48,0.011978387832641602,333.93475448339007
170,rodent.xml,2,3,48,0.014978885650634766,400.5638429949384
171,rodent.xml,2,3,48,0.014698266983032227,408.2113902901912
172,rodent.xml,2,4,48,0.017746448516845703,450.7944219039686
173,rodent.xml,2,5,48,0.020583391189575195,485.8285939327951
174,rodent.xml,2,6,48,0.023567676544189453,509.17195751138087
175,rodent.xml,2,7,48,0.026190757751464844,534.5397079707243
176,rodent.xml,2,8,48,0.029130220413208008,549.2577733035415
177,rodent.xml,2,10,48,0.03479123115539551,574.8574952886756
178,rodent.xml,2,11,48,0.037528276443481445,586.2246307296465
179,rodent.xml,2,13,48,0.043295860290527344,600.5193065926562
180,rodent.xml,2,16,48,0.05290818214416504,604.8213849571679
181,rodent.xml,2,19,48,0.06184744834899902,614.4150003662198
182,rodent.xml,2,23,48,0.07335138320922852,627.1183716984443
183,rodent.xml,2,27,48,0.08453369140625,638.7985559566787
184,rodent.xml,2,32,48,0.09837603569030762,650.5649424772005
185,rodent.xml,2,38,48,0.11532092094421387,659.0304636637853
186,rodent.xml,2,45,48,0.13549304008483887,664.2407605855368
187,rodent.xml,2,54,48,0.03971743583679199,2719.2087737938737
188,rodent.xml,2,64,48,0.06825852394104004,1875.2236733182674
189,rodent.xml,2,76,48,0.10197281837463379,1490.5933014577804
190,rodent.xml,2,91,48,0.1449291706085205,1255.7858382534625
191,rodent.xml,2,108,48,0.06447243690490723,3350.2688958164613
192,rodent.xml,2,128,48,0.12263321876525879,2087.525733871736
193,rodent.xml,2,152,48,0.059831857681274414,5080.905253174898
194,rodent.xml,2,181,48,0.14218926429748535,2545.9024757497255
195,rodent.xml,2,215,48,0.10903382301330566,3943.7303775684913
196,rodent.xml,2,256,48,0.09500956535339355,5388.931083892306
197,rodent.xml,2,304,48,0.09915971755981445,6131.522103552245
198,rodent.xml,2,362,48,0.13145971298217773,5507.390694654523
199,rodent.xml,2,431,48,0.197282075881958,4369.378191842274
200,rodent.xml,2,512,48,0.163344144821167,6268.972794348394
201,rodent.xml,2,609,48,0.1751091480255127,6955.661732889834
202,rodent.xml,2,724,48,0.10518145561218262,13766.68531132484
203,rodent.xml,2,861,48,0.2314164638519287,7441.130036028109
204,rodent.xml,2,1024,48,0.16931366920471191,12095.892845626224
205,rodent.xml,2,1,48,0.011548519134521484,173.18237747223253
206,rodent.xml,2,1,48,0.010205745697021484,195.96804186329018
207,rodent.xml,2,1,48,0.009556055068969727,209.2913849454854
208,rodent.xml,2,2,48,0.01205301284790039,331.86723107963763
209,rodent.xml,2,2,48,0.012063741683959961,331.57208640486965
210,rodent.xml,2,2,48,0.012076854705810547,331.21206617443835
211,rodent.xml,2,3,48,0.014913082122802734,402.3313189448441
212,rodent.xml,2,3,48,0.014842510223388672,404.24428952356476
213,rodent.xml,2,4,48,0.017722129821777344,451.41301189259
214,rodent.xml,2,5,48,0.020520687103271484,487.3131172301615
215,rodent.xml,2,6,48,0.023395776748657227,512.9130837978579
216,rodent.xml,2,7,48,0.026201486587524414,534.3208276841042
217,rodent.xml,2,8,48,0.029057979583740234,550.6232790167217
218,rodent.xml,2,10,48,0.034876346588134766,573.4545603696969
219,rodent.xml,2,11,48,0.0377657413482666,582.5385445798953
220,rodent.xml,2,13,48,0.043523311614990234,597.3810134209806
221,rodent.xml,2,16,48,0.0518643856048584,616.9937159537545
222,rodent.xml,2,19,48,0.060407400131225586,629.0620009709236
223,rodent.xml,2,23,48,0.07203149795532227,638.609515361344
224,rodent.xml,2,27,48,0.08330011367797852,648.2584190551424
225,rodent.xml,2,32,48,0.09778785705566406,654.4779886481109
226,rodent.xml,2,38,48,0.1148536205291748,661.7118350282626
227,rodent.xml,2,45,48,0.13546299934387207,664.3880649027673
228,rodent.xml,2,54,48,0.040326595306396484,2678.1333554055172
229,rodent.xml,2,64,48,0.06768274307250977,1891.1763056481213
230,rodent.xml,2,76,48,0.10237288475036621,1484.768162689254
231,rodent.xml,2,91,48,0.14670014381408691,1240.625913977621
232,rodent.xml,2,108,48,0.06365251541137695,3393.4244169931603
233,rodent.xml,2,128,48,0.12195134162902832,2099.1978979513237
234,rodent.xml,2,152,48,0.05936098098754883,5121.209167075002
235,rodent.xml,2,181,48,0.14220070838928223,2545.697585479006
236,rodent.xml,2,215,48,0.10800766944885254,3981.1987629603304
237,rodent.xml,2,256,48,0.0943453311920166,5426.871616550378
238,rodent.xml,2,304,48,0.09882330894470215,6152.394677861012
239,rodent.xml,2,362,48,0.1320481300354004,5482.849320213054
240,rodent.xml,2,431,48,0.19698643684387207,4375.9357944182
241,rodent.xml,2,512,48,0.1635277271270752,6261.935012429198
242,rodent.xml,2,609,48,0.1740579605102539,6997.669031794995
243,rodent.xml,2,724,48,0.10536694526672363,13742.450218468077
244,rodent.xml,2,861,48,0.2310502529144287,7452.924107543636
245,rodent.xml,2,1024,48,0.17215466499328613,11896.279430359149
246,rodent.xml,3,1,48,0.012477397918701172,240.43474605419038
247,rodent.xml,3,1,48,0.011188507080078125,268.1322877599727
248,rodent.xml,3,1,48,0.010780096054077148,278.29065575583326
249,rodent.xml,3,2,48,0.014079570770263672,426.14935482778475
250,rodent.xml,3,2,48,0.014091968536376953,425.7744391432342
251,rodent.xml,3,2,48,0.013972043991088867,429.42893708513213
252,rodent.xml,3,3,48,0.017731189727783203,507.580153287616
253,rodent.xml,3,3,48,0.01749277114868164,514.4982417881968
254,rodent.xml,3,4,48,0.021288156509399414,563.6937136713369
255,rodent.xml,3,5,48,0.024969816207885742,600.7252866868454
256,rodent.xml,3,6,48,0.028822660446166992,624.5086234707298
257,rodent.xml,3,7,48,0.03236889839172363,648.7709203402939
258,rodent.xml,3,8,48,0.03605937957763672,665.5688556240248
259,rodent.xml,3,10,48,0.043483734130859375,689.91315027634
260,rodent.xml,3,11,48,0.047165632247924805,699.6619874941237
261,rodent.xml,3,13,48,0.05458664894104004,714.4604176403017
262,rodent.xml,3,16,48,0.06573104858398438,730.2485056003715
263,rodent.xml,3,19,48,0.07666540145874023,743.4905304797269
264,rodent.xml,3,23,48,0.09148311614990234,754.2375347920815
265,rodent.xml,3,27,48,0.10643434524536133,761.0325390105238
266,rodent.xml,3,32,48,0.12523460388183594,766.5612939581779
267,rodent.xml,3,38,48,0.14722967147827148,774.300444029887
268,rodent.xml,3,45,48,0.17300152778625488,780.3399295224366
269,rodent.xml,3,54,48,0.04695248603820801,3450.296537401045
270,rodent.xml,3,64,48,0.08431863784790039,2277.0766333576507
