,model,n_steps,n_envs,n_workers,run_time,steps_per_second
0,humanoid_mjx.xml,1,1,20,0.005979061126708984,167.2503389424994
1,humanoid_mjx.xml,1,1,20,0.002062082290649414,484.94669904035146
2,humanoid_mjx.xml,1,1,20,0.0020034313201904297,499.1436391764846
3,humanoid_mjx.xml,1,2,20,0.0021238327026367188,941.6937584193983
4,humanoid_mjx.xml,1,2,20,0.002276182174682617,878.6642924478894
5,humanoid_mjx.xml,1,2,20,0.0019817352294921875,1009.2165543792108
6,humanoid_mjx.xml,1,3,20,0.002218484878540039,1352.2742611499193
7,humanoid_mjx.xml,1,3,20,0.002002716064453125,1497.9657142857143
8,humanoid_mjx.xml,1,4,20,0.0020592212677001953,1942.4818802825055
9,humanoid_mjx.xml,1,5,20,0.0017998218536376953,2778.052722214863
10,humanoid_mjx.xml,1,6,20,0.0020864009857177734,2875.765512512856
11,humanoid_mjx.xml,1,7,20,0.0018572807312011719,3768.9509627727857
12,humanoid_mjx.xml,1,8,20,0.002040863037109375,3919.910280373832
13,humanoid_mjx.xml,1,10,20,0.0018155574798583984,5507.950098489822
14,humanoid_mjx.xml,1,11,20,0.001855611801147461,5927.96402415521
15,humanoid_mjx.xml,1,13,20,0.0018854141235351562,6895.036924633283
16,humanoid_mjx.xml,1,16,20,0.0019867420196533203,8053.385815432617
17,humanoid_mjx.xml,1,19,20,0.002129793167114258,8921.054069181686
18,humanoid_mjx.xml,1,23,20,0.002153158187866211,10681.983390543683
19,humanoid_mjx.xml,1,27,20,0.002144336700439453,12591.30620413609
20,humanoid_mjx.xml,1,32,20,0.0022742748260498047,14070.419121501205
21,humanoid_mjx.xml,1,38,20,0.002481222152709961,15315.03334294225
22,humanoid_mjx.xml,1,45,20,0.002561330795288086,17568.991901703434
23,humanoid_mjx.xml,1,54,20,0.0025649070739746094,21053.39431121026
24,humanoid_mjx.xml,1,64,20,0.0027658939361572266,23138.992845444358
25,humanoid_mjx.xml,1,76,20,0.0031125545501708984,24417.24274224435
26,humanoid_mjx.xml,1,91,20,0.003294706344604492,27620.06396989652
27,humanoid_mjx.xml,1,108,20,0.0035774707794189453,30188.92582472509
28,humanoid_mjx.xml,1,128,20,0.003982067108154297,32144.109208478025
29,humanoid_mjx.xml,1,152,20,0.004300832748413086,35341.99279339209
30,humanoid_mjx.xml,1,181,20,0.0049207210540771484,36783.22709433597
31,humanoid_mjx.xml,1,215,20,0.005450248718261719,39447.741032370956
32,humanoid_mjx.xml,1,256,20,0.0062334537506103516,41068.72533945305
33,humanoid_mjx.xml,1,304,20,0.007060050964355469,43059.179251654736
34,humanoid_mjx.xml,1,362,20,0.008067131042480469,44873.44981676321
35,humanoid_mjx.xml,1,431,20,0.009379148483276367,45952.99890693714
36,humanoid_mjx.xml,1,512,20,0.010790109634399414,47450.86170095234
37,humanoid_mjx.xml,1,609,20,0.012501239776611328,48715.168325895414
38,humanoid_mjx.xml,1,724,20,0.014497518539428711,49939.5809035144
39,humanoid_mjx.xml,1,861,20,0.016854524612426758,51084.20556490742
40,humanoid_mjx.xml,1,1024,20,0.020047426223754883,51078.87608967117
41,humanoid_mjx.xml,1,1,20,0.0016214847564697266,616.7187178356124
42,humanoid_mjx.xml,1,1,20,0.001607656478881836,622.0234317069553
43,humanoid_mjx.xml,1,1,20,0.001628875732421875,613.92037470726
