,model,n_steps,n_envs,run_time,steps_per_second
0,humanoid.xml,1,1,0.0036933422088623047,270.75747208056293
1,humanoid.xml,1,1,0.0008182525634765625,1222.1165501165501
2,humanoid.xml,1,1,0.000858306884765625,1165.0844444444444
3,humanoid.xml,1,2,0.0016679763793945312,1199.0577472841624
4,humanoid.xml,1,2,0.001661062240600586,1204.0488014927516
5,humanoid.xml,1,2,0.0016567707061767578,1207.1676500215858
6,humanoid.xml,1,3,0.002473115921020508,1213.0446351103826
7,humanoid.xml,1,3,0.0024628639221191406,1218.0940948693126
8,humanoid.xml,1,4,0.0032880306243896484,1216.5336813864114
9,humanoid.xml,1,5,0.0040934085845947266,1221.4759158949269
10,humanoid.xml,1,6,0.004874229431152344,1230.9638035609469
11,humanoid.xml,1,7,0.005709409713745117,1226.046185325928
12,humanoid.xml,1,8,0.006471395492553711,1236.2094094241609
13,humanoid.xml,1,10,0.008136510848999023,1229.0280423125384
14,humanoid.xml,1,11,0.008950233459472656,1229.0182205647309
15,humanoid.xml,1,13,0.01056671142578125,1230.2787003610108
16,humanoid.xml,1,16,0.012973785400390625,1233.2561011467214
17,humanoid.xml,1,19,0.015403032302856445,1233.5233495859454
18,humanoid.xml,1,23,0.01867961883544922,1231.2885076836678
19,humanoid.xml,1,27,0.021955490112304688,1229.7607505863957
20,humanoid.xml,1,32,0.0259244441986084,1234.3562606336507
21,humanoid.xml,1,38,0.030850648880004883,1231.740704962248
22,humanoid.xml,1,45,0.03649592399597168,1233.0144047035767
23,humanoid.xml,1,54,0.04375743865966797,1234.075888673365
24,humanoid.xml,1,64,0.051873207092285156,1233.7775816741125
25,humanoid.xml,1,76,0.061524391174316406,1235.282439198301
26,humanoid.xml,1,91,0.07370591163635254,1234.6363809862685
27,humanoid.xml,1,108,0.0875251293182373,1233.9313388194723
28,humanoid.xml,1,128,0.10366344451904297,1234.7650668359415
29,humanoid.xml,1,152,0.12303781509399414,1235.3925488995424
30,humanoid.xml,1,181,0.14657068252563477,1234.8990731372467
31,humanoid.xml,1,215,0.1740429401397705,1235.3273268501307
32,humanoid.xml,1,256,0.20731616020202637,1234.8289672668643
33,humanoid.xml,1,304,0.24612784385681152,1235.1304721819952
